scenario,true_label,rep,n,pool,pretest,criterion,label,npars,tau,indep_pvalue,lambda_u,lambda_u_true,oos_loglik_gap,fit_seconds,extra_seconds,mc_seconds,q_0.001,relerr_0.001,q_0.0001,relerr_0.0001,q_1e-05,relerr_1e-05,q_1e-06,relerr_1e-06
indep,indep,3,10000,all,1,loglik,indep,0.0,-0.0003511151115111511,0.9580043627169161,0.0,0.0,0.0,3.7951423588674515,15.11792803206481,0.20653112698346376,23.42701230414666,0.0,42.57790820655086,0.0,72.47809556780874,0.0,117.28900186239724,0.0
indep,indep,3,10000,all,0,aic,joe90,1.0,-0.0003511151115111511,0.9580043627169161,0.0,0.0,0.00011332507482077286,3.7951423588674515,15.11792803206481,0.6891315889079124,23.417181118862704,-0.00041965168909807726,42.56997430515407,-0.00018633844946780442,72.47115647834231,-9.574050493554864e-05,117.28131963196452,-6.549830172253301e-05
indep,indep,3,10000,all,1,aic,indep,0.0,-0.0003511151115111511,0.9580043627169161,0.0,0.0,0.0,3.7951423588674515,15.11792803206481,0.20653112698346376,23.42701230414666,0.0,42.57790820655086,0.0,72.47809556780874,0.0,117.28900186239724,0.0
indep,indep,3,10000,all,0,bic,indep,0.0,-0.0003511151115111511,0.9580043627169161,0.0,0.0,0.0,3.7951423588674515,15.11792803206481,0.20653112698346376,23.42701230414666,0.0,42.57790820655086,0.0,72.47809556780874,0.0,117.28900186239724,0.0
indep,indep,3,10000,all,1,bic,indep,0.0,-0.0003511151115111511,0.9580043627169161,0.0,0.0,0.0,3.7951423588674515,15.11792803206481,0.20653112698346376,23.42701230414666,0.0,42.57790820655086,0.0,72.47809556780874,0.0,117.28900186239724,0.0
indep,indep,3,10000,all,0,mbic,indep,0.0,-0.0003511151115111511,0.9580043627169161,0.0,0.0,0.0,3.7951423588674515,15.11792803206481,0.20653112698346376,23.42701230414666,0.0,42.57790820655086,0.0,72.47809556780874,0.0,117.28900186239724,0.0
indep,indep,3,10000,all,1,mbic,indep,0.0,-0.0003511151115111511,0.9580043627169161,0.0,0.0,0.0,3.7951423588674515,15.11792803206481,0.20653112698346376,23.42701230414666,0.0,42.57790820655086,0.0,72.47809556780874,0.0,117.28900186239724,0.0
indep,indep,3,10000,all,0,cv,indep,0.0,-0.0003511151115111511,0.9580043627169161,0.0,0.0,0.0,3.7951423588674515,15.11792803206481,0.20653112698346376,23.42701230414666,0.0,42.57790820655086,0.0,72.47809556780874,0.0,117.28900186239724,0.0
indep,indep,3,10000,all,1,cv,indep,0.0,-0.0003511151115111511,0.9580043627169161,0.0,0.0,0.0,3.7951423588674515,15.11792803206481,0.20653112698346376,23.42701230414666,0.0,42.57790820655086,0.0,72.47809556780874,0.0,117.28900186239724,0.0
indep,indep,3,10000,all,0,tcf,tll,131.8645286563827,-0.0003511151115111511,0.9580043627169161,1.316957654040752e-07,0.0,0.0023679743048571713,3.7951423588674515,15.11792803206481,1.7320219711400568,23.359598462199532,-0.002877611582386752,42.524876339319626,-0.0012455254253912473,72.43229757733037,-0.0006318873325736885,117.24729832576244,-0.00035556220935129
indep,indep,3,10000,all,1,tcf,indep,0.0,-0.0003511151115111511,0.9580043627169161,0.0,0.0,0.0,3.7951423588674515,15.11792803206481,0.20653112698346376,23.42701230414666,0.0,42.57790820655086,0.0,72.47809556780874,0.0,117.28900186239724,0.0
indep,indep,3,10000,all,0,hybrid,clayton270,1.0,-0.0003511151115111511,0.9580043627169161,0.0,0.0,0.00010066647307817581,3.7951423588674515,15.11792803206481,0.4840914069209248,23.412499602060823,-0.0006194858267637438,42.566216141334536,-0.0002746040307946007,72.46768693360912,-0.0001436107574029899,117.27802724749333,-9.356900246104694e-05
indep,indep,3,10000,all,1,hybrid,indep,0.0,-0.0003511151115111511,0.9580043627169161,0.0,0.0,0.0,3.7951423588674515,15.11792803206481,0.20653112698346376,23.42701230414666,0.0,42.57790820655086,0.0,72.47809556780874,0.0,117.28900186239724,0.0
indep,indep,6,10000,vc15,0,loglik,clayton,1.0,0.005181318131813181,0.43712235000768507,0.0,0.0,0.00022315113123418792,3.9010789550375193,15.026039506774396,0.4751899510156363,23.439652399511747,0.0005395521716975438,42.59043541928264,0.0002942186044230244,72.48989201990165,0.00016275885839012183,117.29997647730113,9.356900246082489e-05
indep,indep,6,10000,vc15,1,loglik,indep,0.0,0.005181318131813181,0.43712235000768507,0.0,0.0,0.0,3.9010789550375193,15.026039506774396,0.20767206186428666,23.42701230414666,0.0,42.57790820655086,0.0,72.47809556780874,0.0,117.28900186239724,0.0
indep,indep,6,10000,vc15,0,aic,clayton,1.0,0.005181318131813181,0.43712235000768507,0.0,0.0,0.00022315113123418792,3.9010789550375193,15.026039506774396,0.4751899510156363,23.439652399511747,0.0005395521716975438,42.59043541928264,0.0002942186044230244,72.48989201990165,0.00016275885839012183,117.29997647730113,9.356900246082489e-05
indep,indep,6,10000,vc15,1,aic,indep,0.0,0.005181318131813181,0.43712235000768507,0.0,0.0,0.0,3.9010789550375193,15.026039506774396,0.20767206186428666,23.42701230414666,0.0,42.57790820655086,0.0,72.47809556780874,0.0,117.28900186239724,0.0
indep,indep,6,10000,vc15,0,bic,clayton,1.0,0.005181318131813181,0.43712235000768507,0.0,0.0,0.00022315113123418792,3.9010789550375193,15.026039506774396,0.4751899510156363,23.439652399511747,0.0005395521716975438,42.59043541928264,0.0002942186044230244,72.48989201990165,0.00016275885839012183,117.29997647730113,9.356900246082489e-05
indep,indep,6,10000,vc15,1,bic,indep,0.0,0.005181318131813181,0.43712235000768507,0.0,0.0,0.0,3.9010789550375193,15.026039506774396,0.20767206186428666,23.42701230414666,0.0,42.57790820655086,0.0,72.47809556780874,0.0,117.28900186239724,0.0
indep,indep,6,10000,vc15,0,mbic,clayton,1.0,0.005181318131813181,0.43712235000768507,0.0,0.0,0.00022315113123418792,3.9010789550375193,15.026039506774396,0.4751899510156363,23.439652399511747,0.0005395521716975438,42.59043541928264,0.0002942186044230244,72.48989201990165,0.00016275885839012183,117.29997647730113,9.356900246082489e-05
indep,indep,6,10000,vc15,1,mbic,indep,0.0,0.005181318131813181,0.43712235000768507,0.0,0.0,0.0,3.9010789550375193,15.026039506774396,0.20767206186428666,23.42701230414666,0.0,42.57790820655086,0.0,72.47809556780874,0.0,117.28900186239724,0.0
indep,indep,6,10000,vc15,0,cv,clayton,1.0,0.005181318131813181,0.43712235000768507,0.0,0.0,0.00022315113123418792,3.9010789550375193,15.026039506774396,0.4751899510156363,23.439652399511747,0.0005395521716975438,42.59043541928264,0.0002942186044230244,72.48989201990165,0.00016275885839012183,117.29997647730113,9.356900246082489e-05
indep,indep,6,10000,vc15,1,cv,indep,0.0,0.005181318131813181,0.43712235000768507,0.0,0.0,0.0,3.9010789550375193,15.026039506774396,0.20767206186428666,23.42701230414666,0.0,42.57790820655086,0.0,72.47809556780874,0.0,117.28900186239724,0.0
indep,indep,6,10000,vc15,0,tcf,joe,1.0,0.005181318131813181,0.43712235000768507,6.6730968759642906e-06,0.0,-4.855372740830771e-08,3.9010789550375193,15.026039506774396,0.6968212069477886,23.427246379986755,9.991706883205609e-06,42.57832578030858,9.80728681398979e-06,72.47878947675537,9.57405049328841e-06,117.28900186239724,0.0
indep,indep,6,10000,vc15,1,tcf,indep,0.0,0.005181318131813181,0.43712235000768507,0.0,0.0,0.0,3.9010789550375193,15.026039506774396,0.20767206186428666,23.42701230414666,0.0,42.57790820655086,0.0,72.47809556780874,0.0,117.28900186239724,0.0
indep,indep,6,10000,vc15,0,hybrid,joe,1.0,0.005181318131813181,0.43712235000768507,6.6730968759642906e-06,0.0,-4.855372740830771e-08,3.9010789550375193,15.026039506774396,0.6968212069477886,23.427246379986755,9.991706883205609e-06,42.57832578030858,9.80728681398979e-06,72.47878947675537,9.57405049328841e-06,117.28900186239724,0.0
indep,indep,6,10000,vc15,1,hybrid,indep,0.0,0.005181318131813181,0.43712235000768507,0.0,0.0,0.0,3.9010789550375193,15.026039506774396,0.20767206186428666,23.42701230414666,0.0,42.57790820655086,0.0,72.47809556780874,0.0,117.28900186239724,0.0
indep,indep,6,10000,par,0,loglik,bb8180,2.0,0.005181318131813181,0.43712235000768507,0.0,0.0,0.00023914217228114223,3.9010789550375193,15.026039506774396,0.7725991860497743,23.438950171991465,0.0005095770510477049,42.589600271767196,0.0002746040307950448,72.489198110955,0.00015318480789661137,117.29997647730113,9.356900246082489e-05
indep,indep,6,10000,par,1,loglik,indep,0.0,0.005181318131813181,0.43712235000768507,0.0,0.0,0.0,3.9010789550375193,15.026039506774396,0.20767206186428666,23.42701230414666,0.0,42.57790820655086,0.0,72.47809556780874,0.0,117.28900186239724,0.0
indep,indep,6,10000,par,0,aic,clayton,1.0,0.005181318131813181,0.43712235000768507,0.0,0.0,0.00022315113123418792,3.9010789550375193,15.026039506774396,0.4751899510156363,23.439652399511747,0.0005395521716975438,42.59043541928264,0.0002942186044230244,72.48989201990165,0.00016275885839012183,117.29997647730113,9.356900246082489e-05
indep,indep,6,10000,par,1,aic,indep,0.0,0.005181318131813181,0.43712235000768507,0.0,0.0,0.0,3.9010789550375193,15.026039506774396,0.20767206186428666,23.42701230414666,0.0,42.57790820655086,0.0,72.47809556780874,0.0,117.28900186239724,0.0
indep,indep,6,10000,par,0,bic,indep,0.0,0.005181318131813181,0.43712235000768507,0.0,0.0,0.0,3.9010789550375193,15.026039506774396,0.20767206186428666,23.42701230414666,0.0,42.57790820655086,0.0,72.47809556780874,0.0,117.28900186239724,0.0
indep,indep,6,10000,par,1,bic,indep,0.0,0.005181318131813181,0.43712235000768507,0.0,0.0,0.0,3.9010789550375193,15.026039506774396,0.20767206186428666,23.42701230414666,0.0,42.57790820655086,0.0,72.47809556780874,0.0,117.28900186239724,0.0
indep,indep,6,10000,par,0,mbic,indep,0.0,0.005181318131813181,0.43712235000768507,0.0,0.0,0.0,3.9010789550375193,15.026039506774396,0.20767206186428666,23.42701230414666,0.0,42.57790820655086,0.0,72.47809556780874,0.0,117.28900186239724,0.0
indep,indep,6,10000,par,1,mbic,indep,0.0,0.005181318131813181,0.43712235000768507,0.0,0.0,0.0,3.9010789550375193,15.026039506774396,0.20767206186428666,23.42701230414666,0.0,42.57790820655086,0.0,72.47809556780874,0.0,117.28900186239724,0.0
indep,indep,6,10000,par,0,cv,clayton,1.0,0.005181318131813181,0.43712235000768507,0.0,0.0,0.00022315113123418792,3.9010789550375193,15.026039506774396,0.4751899510156363,23.439652399511747,0.0005395521716975438,42.59043541928264,0.0002942186044230244,72.48989201990165,0.00016275885839012183,117.29997647730113,9.356900246082489e-05
indep,indep,6,10000,par,1,cv,indep,0.0,0.005181318131813181,0.43712235000768507,0.0,0.0,0.0,3.9010789550375193,15.026039506774396,0.20767206186428666,23.42701230414666,0.0,42.57790820655086,0.0,72.47809556780874,0.0,117.28900186239724,0.0
indep,indep,6,10000,par,0,tcf,joe,1.0,0.005181318131813181,0.43712235000768507,6.6730968759642906e-06,0.0,-4.855372740830771e-08,3.9010789550375193,15.026039506774396,0.6968212069477886,23.427246379986755,9.991706883205609e-06,42.57832578030858,9.80728681398979e-06,72.47878947675537,9.57405049328841e-06,117.28900186239724,0.0
indep,indep,6,10000,par,1,tcf,indep,0.0,0.005181318131813181,0.43712235000768507,0.0,0.0,0.0,3.9010789550375193,15.026039506774396,0.20767206186428666,23.42701230414666,0.0,42.57790820655086,0.0,72.47809556780874,0.0,117.28900186239724,0.0
indep,indep,6,10000,par,0,hybrid,joe,1.0,0.005181318131813181,0.43712235000768507,6.6730968759642906e-06,0.0,-4.855372740830771e-08,3.9010789550375193,15.026039506774396,0.6968212069477886,23.427246379986755,9.991706883205609e-06,42.57832578030858,9.80728681398979e-06,72.47878947675537,9.57405049328841e-06,117.28900186239724,0.0
indep,indep,6,10000,par,1,hybrid,indep,0.0,0.005181318131813181,0.43712235000768507,0.0,0.0,0.0,3.9010789550375193,15.026039506774396,0.20767206186428666,23.42701230414666,0.0,42.57790820655086,0.0,72.47809556780874,0.0,117.28900186239724,0.0
indep,indep,6,10000,all,0,loglik,tll,133.4616030450719,0.005181318131813181,0.43712235000768507,4.012654652996604e-06,0.0,0.0025673193071523476,3.9010789550375193,15.026039506774396,1.7282998349983245,23.252391727436393,-0.007453813334932113,42.24551949540081,-0.007806600304025912,72.14154972868738,-0.004643414489367892,116.9575684922996,-0.0028257838743181996
indep,indep,6,10000,all,1,loglik,indep,0.0,0.005181318131813181,0.43712235000768507,0.0,0.0,0.0,3.9010789550375193,15.026039506774396,0.20767206186428666,23.42701230414666,0.0,42.57790820655086,0.0,72.47809556780874,0.0,117.28900186239724,0.0
indep,indep,6,10000,all,0,aic,clayton,1.0,0.005181318131813181,0.43712235000768507,0.0,0.0,0.00022315113123418792,3.9010789550375193,15.026039506774396,0.4751899510156363,23.439652399511747,0.0005395521716975438,42.59043541928264,0.0002942186044230244,72.48989201990165,0.00016275885839012183,117.29997647730113,9.356900246082489e-05
indep,indep,6,10000,all,1,aic,indep,0.0,0.005181318131813181,0.43712235000768507,0.0,0.0,0.0,3.9010789550375193,15.026039506774396,0.20767206186428666,23.42701230414666,0.0,42.57790820655086,0.0,72.47809556780874,0.0,117.28900186239724,0.0
indep,indep,6,10000,all,0,bic,indep,0.0,0.005181318131813181,0.43712235000768507,0.0,0.0,0.0,3.9010789550375193,15.026039506774396,0.20767206186428666,23.42701230414666,0.0,42.57790820655086,0.0,72.47809556780874,0.0,117.28900186239724,0.0
indep,indep,6,10000,all,1,bic,indep,0.0,0.005181318131813181,0.43712235000768507,0.0,0.0,0.0,3.9010789550375193,15.026039506774396,0.20767206186428666,23.42701230414666,0.0,42.57790820655086,0.0,72.47809556780874,0.0,117.28900186239724,0.0
indep,indep,6,10000,all,0,mbic,indep,0.0,0.005181318131813181,0.43712235000768507,0.0,0.0,0.0,3.9010789550375193,15.026039506774396,0.20767206186428666,23.42701230414666,0.0,42.57790820655086,0.0,72.47809556780874,0.0,117.28900186239724,0.0
indep,indep,6,10000,all,1,mbic,indep,0.0,0.005181318131813181,0.43712235000768507,0.0,0.0,0.0,3.9010789550375193,15.026039506774396,0.20767206186428666,23.42701230414666,0.0,42.57790820655086,0.0,72.47809556780874,0.0,117.28900186239724,0.0
indep,indep,6,10000,all,0,cv,clayton,1.0,0.005181318131813181,0.43712235000768507,0.0,0.0,0.00022315113123418792,3.9010789550375193,15.026039506774396,0.4751899510156363,23.439652399511747,0.0005395521716975438,42.59043541928264,0.0002942186044230244,72.48989201990165,0.00016275885839012183,117.29997647730113,9.356900246082489e-05
indep,indep,6,10000,all,1,cv,indep,0.0,0.005181318131813181,0.43712235000768507,0.0,0.0,0.0,3.9010789550375193,15.026039506774396,0.20767206186428666,23.42701230414666,0.0,42.57790820655086,0.0,72.47809556780874,0.0,117.28900186239724,0.0
indep,indep,6,10000,all,0,tcf,joe,1.0,0.005181318131813181,0.43712235000768507,6.6730968759642906e-06,0.0,-4.855372740830771e-08,3.9010789550375193,15.026039506774396,0.6968212069477886,23.427246379986755,9.991706883205609e-06,42.57832578030858,9.80728681398979e-06,72.47878947675537,9.57405049328841e-06,117.28900186239724,0.0
indep,indep,6,10000,all,1,tcf,indep,0.0,0.005181318131813181,0.43712235000768507,0.0,0.0,0.0,3.9010789550375193,15.026039506774396,0.20767206186428666,23.42701230414666,0.0,42.57790820655086,0.0,72.47809556780874,0.0,117.28900186239724,0.0
indep,indep,6,10000,all,0,hybrid,joe,1.0,0.005181318131813181,0.43712235000768507,6.6730968759642906e-06,0.0,-4.855372740830771e-08,3.9010789550375193,15.026039506774396,0.6968212069477886,23.427246379986755,9.991706883205609e-06,42.57832578030858,9.80728681398979e-06,72.47878947675537,9.57405049328841e-06,117.28900186239724,0.0
indep,indep,6,10000,all,1,hybrid,indep,0.0,0.005181318131813181,0.43712235000768507,0.0,0.0,0.0,3.9010789550375193,15.026039506774396,0.20767206186428666,23.42701230414666,0.0,42.57790820655086,0.0,72.47809556780874,0.0,117.28900186239724,0.0
indep,indep,5,10000,vc15,0,loglik,gaussian,1.0,-0.0014759475947594759,0.8248172723672643,0.0,0.0,6.915723205313213e-06,3.9688894380815327,14.336990169947967,0.4024879480712116,23.43614126191033,0.0003896765684479053,42.58792997673629,0.00023537488353864155,72.489198110955,0.00015318480789661137,117.29997647730113,9.356900246082489e-05
indep,indep,5,10000,vc15,1,loglik,indep,0.0,-0.0014759475947594759,0.8248172723672643,0.0,0.0,0.0,3.9688894380815327,14.336990169947967,0.20694819698110223,23.42701230414666,0.0,42.57790820655086,0.0,72.47809556780874,0.0,117.28900186239724,0.0
indep,indep,5,10000,vc15,0,aic,gaussian,1.0,-0.0014759475947594759,0.8248172723672643,0.0,0.0,6.915723205313213e-06,3.9688894380815327,14.336990169947967,0.4024879480712116,23.43614126191033,0.0003896765684479053,42.58792997673629,0.00023537488353864155,72.489198110955,0.00015318480789661137,117.29997647730113,9.356900246082489e-05
indep,indep,5,10000,vc15,1,aic,indep,0.0,-0.0014759475947594759,0.8248172723672643,0.0,0.0,0.0,3.9688894380815327,14.336990169947967,0.20694819698110223,23.42701230414666,0.0,42.57790820655086,0.0,72.47809556780874,0.0,117.28900186239724,0.0
indep,indep,5,10000,vc15,0,bic,gaussian,1.0,-0.0014759475947594759,0.8248172723672643,0.0,0.0,6.915723205313213e-06,3.9688894380815327,14.336990169947967,0.4024879480712116,23.43614126191033,0.0003896765684479053,42.58792997673629,0.00023537488353864155,72.489198110955,0.00015318480789661137,117.29997647730113,9.356900246082489e-05
indep,indep,5,10000,vc15,1,bic,indep,0.0,-0.0014759475947594759,0.8248172723672643,0.0,0.0,0.0,3.9688894380815327,14.336990169947967,0.20694819698110223,23.42701230414666,0.0,42.57790820655086,0.0,72.47809556780874,0.0,117.28900186239724,0.0
indep,indep,5,10000,vc15,0,mbic,gaussian,1.0,-0.0014759475947594759,0.8248172723672643,0.0,0.0,6.915723205313213e-06,3.9688894380815327,14.336990169947967,0.4024879480712116,23.43614126191033,0.0003896765684479053,42.58792997673629,0.00023537488353864155,72.489198110955,0.00015318480789661137,117.29997647730113,9.356900246082489e-05
indep,indep,5,10000,vc15,1,mbic,indep,0.0,-0.0014759475947594759,0.8248172723672643,0.0,0.0,0.0,3.9688894380815327,14.336990169947967,0.20694819698110223,23.42701230414666,0.0,42.57790820655086,0.0,72.47809556780874,0.0,117.28900186239724,0.0
indep,indep,5,10000,vc15,0,cv,clayton90,1.0,-0.0014759475947594759,0.8248172723672643,0.0,0.0,3.2394364146121393e-10,3.9688894380815327,14.336990169947967,0.47891032905317843,23.42701230414666,0.0,42.57790820655086,0.0,72.47809556780874,0.0,117.28900186239724,0.0
indep,indep,5,10000,vc15,1,cv,indep,0.0,-0.0014759475947594759,0.8248172723672643,0.0,0.0,0.0,3.9688894380815327,14.336990169947967,0.20694819698110223,23.42701230414666,0.0,42.57790820655086,0.0,72.47809556780874,0.0,117.28900186239724,0.0
